aweme_id,cid,text,create_time,user_nickname,user_avatar,reply_comment_total,ip_label
7507568475327843641,7602784638389781289,我夏天经常在杭州，可惜要是能跟老黑一起合个影就好了,1770161244,等一束光,559c27fb108ad63555845ee99b4578e4.jpeg,0,浙江
7507568475327843641,7507629742292468540,lp地址还在四川,1748006267,00001,0c95e598ee380c7505183adfeafc9521.jpeg,1,江苏
7507568475327843641,7507664078661763898,告诉张君雅她太凶了我不回去了，我要留着张全蛋这里了,1748014264,主播凶巴巴,20314b1442c112ac4ce3286e9b78c5cb.jpeg,0,广东
7507568475327843641,7507581547811177276,静养[呲牙],1747995047,时间带走一切⁸⁰⁰⁸,a3ebe9a983e90481931b6cdc8e183087.jpeg,1,黑龙江
7507568475327843641,7608617490717573925,张君雅我欢你。,1771519311,张云阳,2f0c1d624595a7527daa35a19cf309de.jpeg,0,广东
7507568475327843641,7507838290964923162,你个社牛,1748054827,🍀潮汐遇海  ⁵¹⁰⁷⁴,6a16ef28925fc6017148f719bab07421.jpeg,0,重庆
7507568475327843641,7507578906753434425,咋搞。我性取向都变了[发呆][发呆],1747994431,醒醒吧,a25dfb4b83329d916ff4bbdbf630492a.jpeg,1,湖北
7507568475327843641,7559983997012050748,@张君雅1v4⁸⁰⁰⁸ 可以带牙膏广告了,1760195943,小李与房屋咨询,cfcbb3bb57f66c3f8ce10f76f4614bd0.jpeg,0,重庆
7507568475327843641,7511538900809859891,这个蛋还挺好看[舔屏],1748916446,无敌兔子宝,f34e6b66fc0a12ae0f5c035b4ee2a88a.jpeg,0,黑龙江
7507568475327843641,7523836488619295548,来个大炮把她船轰了[看],1751779694,༺空空如也,c75e86a957dc2963c6ab473c3c197941.jpeg,0,广东
7507568475327843641,7508606176209519360,去杭州抓张八毛[笑哭][笑哭][笑哭][笑哭],1748233614,用户0472910159881,2f0c1d624595a7527daa35a19cf309de.jpeg,0,广东
7507568475327843641,7604708320776487726,开船的是猫局[看],1770609136,风声水起,4fd6ecd1aabe3e58c69c84c68388fff6.jpeg,0,山东
7507568475327843641,7586525143238935338,父女,1766375535,浅海🐸,4f77cd51abbfba5a0311757a0bb467d5.jpeg,0,重庆
7507568475327843641,7507905432482513722,,1748070458,Jμη 。👑,af73dd6537a2cef0ca8f567790f3c91e.jpeg,0,广东
7507568475327843641,7507648889127011130,海岛悍妇,1748010725,海阔凭鱼跃,e1a90892583cb4f138743a3f33c8692f.jpeg,0,四川
7507568475327843641,7507915012838638370,,1748072694,洧莪茬莂啪（9986）,1904212640e781580115c225556a20e5.jpeg,0,安徽
7507568475327843641,7508192406220964634,后面的男生是谁,1748137279,相濡以沫,6b04b5ec25bd6020c9ddb8248e816476.jpeg,0,上海
7507568475327843641,7507634813102375717,张肉蛋[捂脸][捂脸][捂脸],1748007450,逍遥,0d6bed897032cf45090992dfe41b5c92.jpeg,0,河北
7507568475327843641,7507586643265307450,君亚是不是来看Oaoa的！头上都带了发夹了,1747996233,🇨🇴顾包包Rola㈏（5525）🥕,83d752b8fecf508b460cf2b530036724.jpeg,0,上海
7507568475327843641,7507802697648964402,猫局 在 耶吼[大笑],1748046541,中原書生,d8471ae960ae3b099fc50a4ca6602ba6.jpeg,0,河南
7507568475327843641,7509560606858674994,我真的不相信她游戏那么厉害，有没有离的近的去线下真实下[微笑],1748455865,王尽北,b239104b64074ece9b37962f9de0c5f1.jpeg,0,新疆
7507568475327843641,7507603128536384310,这是张全蛋，不是张老黑[呲牙][呲牙][呲牙],1748000075,🌈🌈🎣苁前🐟🌈,2f5ffd6d9d0a047f2bc55651d63e73ac.jpeg,0,山东
7507568475327843641,7508375133280305971,感觉和大琦快一样了[捂脸],1748179819,- 风遇冬辰,47c66ed70ac03d2ca24e8e874228ed34.jpeg,0,陕西
7507568475327843641,7508352140802245387,终于全露了,1748174468,神马都是浮云,07b4e48b062114a16b74de02787b4361.jpeg,0,北京
7507568475327843641,7507587019196957500,露脸一时爽，一直,1747996321,会好的🍀,2d4ac81020342addb544d74dc026ca63.jpeg,0,广西
7507568475327843641,7507809061639897913,这难道就是传说中的海岛汉角张君雅吗？[发呆],1748048019,🇦⃰ 🇪⃰ 🇧⃰ 🇩⃰²⁰²⁶,c9b04658447cd47d5483551f6640bec4.jpeg,0,山西
7507568475327843641,7508357027061941032,张君雅身体不是太好[九转大肠]舌苔发白[九转大肠][九转大肠][九转大肠],1748175606,狗蛋,d8549382817c6144221652c4f10d0b51.jpeg,0,安徽
7507568475327843641,7507592221727064890,后面那个是局哥吗,1747997532,-乘凉风-,a4cc8aeaf1eab68f233267838b132b5d.jpeg,0,上海
7507568475327843641,7507572115538461499,不打游戏又出去浪,1747992851,我来也,ce40ff1689814fb24b0da94896d416de.jpeg,2,山东
7507568475327843641,7507583618950185762,君雅来杭州了啊[尬笑][尬笑][尬笑]才知道,1747995534,柒月🦌,4a05c55e801bf8e5513b4ef393df8d55.jpeg,1,浙江
7507568475327843641,7507585623664395066,大奇和直播不一样，果然美颜厉害,1747995997,上官潇阳,f6e6a2097892a3d5eca02f49dc09229e.jpeg,1,山东
7507568475327843641,7507587489717699369,看了这个网剧之后，再看全蛋的少妇感[赞]拉满,1747996433,龍熙,4720a36a0ba1559c1d9d4bbb51b4cefd.jpeg,1,四川
7507568475327843641,7508046313641673472,,1748103268,醉倾风,a8238a9a13310bfbf5aed4aab4c822b4.jpeg,1,江苏
7507568475327843641,7507589212926624538,划船的真的是猫局吗？,1747996834,太阳☀,59b53ba862b936b09de3bd763d05bd49.jpeg,3,湖北
7507568475327843641,7507618641484464959,,1748003686,唐门¹⁹⁰⁹,5d7a43ece33691f445895eff0442ae69.jpeg,1,四川
7507568475327843641,7508188276579386127,,1748136315,Only红茶、,1ff5975bb795d413b4fdc02fba819496.jpeg,1,河北
7507568475327843641,7507571191923049275,为什么主页背景你是穿红斗篷。,1747992635,安醒,54ae28d4255dd905bd703716c155a399.jpeg,2,江苏
7507568475327843641,7507615283889406735,君雅你什么时候来杭州了，都不知道，要不然一定请你尝尝杭州美食，@张君雅1v4⁸⁰⁰⁸,1748002903,🌈運氣暴🔥曾🔥⁵¹⁰⁷⁴,641bb3fe3f3868dd94e140e82927e94f.jpeg,32,浙江
7507568475327843641,7508238204983935802,怪不得不露脸  [微笑],1748147937,无欲则刚丶,37e013dbad61f6d46fa893d3329a4ed1.jpeg,0,山东
7507568475327843641,7507582345643213626,我突然感觉对她有感觉了[灵机一动],1747995233,小绵陽,5379fddff7196cf4e77c7970ccf62ceb.jpeg,8,江苏
7507568475327843641,7507570590082138930,这甜美的笑容不符合海岛寡妇的人设啊,1747992495,哇啦个擦啦,34f67aae7ce5851adcc7c8462fdefb26.jpeg,0,重庆
7507568475327843641,7507575261640393531,我媳妇就是漂亮,1747993584,✨༺ۣۖ吾鍠༒ۣ萬随༻,da0c9950a9a4c0467a4195f38ad134a0.jpeg,0,广东
7507568475327843641,7507754601107473178,谁呀？这。。。。,1748035355,公乘,6ef10b6dac41dd7f77870b8039d3b534.jpeg,0,山东
7507568475327843641,7507801273078891321,为啥你的舌苔这么白,1748046208,意难平,c2294dff8a6a8371c8e1a6a8cc9a917f.jpeg,0,江苏
7507568475327843641,7515294316500763455,张大脑门[捂脸][捂脸][捂脸],1749790819,周二,194dc30a87646a418a3761078af6a848.jpeg,0,江苏
7507568475327843641,7515060897275675419,你的四方脸呢,1749736470,王ۣۖ༒ۣ𝕎𝕒ཽ𝕟ۖ𝕘ۣۖ::,5131ae7c47468ba162e69235957884b0.jpeg,0,江苏
7507568475327843641,7507599383865836340,张阿姨[呆无辜],1747999202,芭比Q了,6ef5dff47efba468c9b748965a6f5d5c.jpeg,0,云南
7507568475327843641,7507580120018830138,师傅比个耶，让我爆你头,1747994714,曾庆友-星格门窗,cddbc858b7047a4c9be6868577419c00.jpeg,0,江苏
7507568475327843641,7508539207850902330,真的很像，我也抽了[比心],1748218021,つ憨憨憨⌒,84ea5ee4a2683dd9f4b960d942980df3.jpeg,0,湖北
7507568475327843641,7565493303850238757,你怎么这么像我表妹,1761478678,贰贰的二哥,91f3c752bd0c81d9ef4d309eb0914a7d.jpeg,0,广东
7507568475327843641,7507594458918896435,来西湖了，一定要尝尝西湖醋鱼,1747998055,一奰伄棗,14fae710a4cec4477134929baa18a657.jpeg,15,浙江
7507568475327843641,7507623738528891700,这是我媳妇,1748004872,52914,eb0bb5ffd9aadf2bd3c7457fdd50c41e.jpeg,0,河北
7507568475327843641,7507621239185310527,蛋啊,1748004293,依旧无期,e45472390bfcd0beb81b544f31f11545.jpeg,0,安徽
7507568475327843641,7507946899610469130,西湖不好玩,1748080112,得鹿梦鱼🐟,cd2a4cff39f1b46e1d42355bfb0bf288.jpeg,0,河北
7507568475327843641,7507635546602324787,什么时候来杭州了，也不说下，带你去找杭州的局哥,1748007624,无情,8a98b86b1fe83fb5e5afa3fc05040bff.jpeg,0,浙江
7507568475327843641,7507578614582575909,可以 长的挺爱看的[赞][赞][赞],1747994366,兵,0c1afec83a63739420b46ad29f678c3b.jpeg,0,内蒙古
7507568475327843641,7508327205019026233,大房子,1748168659,曹洪进,4c954fb7878cfb6a3f7a083e4a2844cd.jpeg,0,广东
7507568475327843641,7507570364970418959,后面的是深情深情么？？？[看][看][看][捂脸][捂脸][捂脸],1747992450,π²,8d93c0b656dcb1b8ca44a77585d66357.jpeg,0,湖北
7507568475327843641,7507598913097401147,你看你脸上不搞那个特效多好[呲牙],1747999089,緣來是你,836b7048b9e45cab848e2675224c2c0e.jpeg,0,湖北
7507568475327843641,7507934152428487482,划船的是猫局吧[看],1748077143,挖了个豆°,2077bb0858831fdd816bb5888817e471.jpeg,4,浙江
7507568475327843641,7507598679391781683,岁数大了看张全蛋也是风韵犹存,1747999040,゛蒋先森ゞ,79c25f371d90e8b7a159433fed4bfd56.jpeg,0,吉林
7507568475327843641,7507582115995992843,这是谁的爱播啊。这么漂亮[暗中观察],1747995181,十醒⁵¹⁰⁷⁴,5e3ba4c42bacb3aa78ac72522dd0ff60.jpeg,3,四川
